Hudson's Adventure Island II (USA) (Beta).nes,2
"Magic Candle, The (Japan).nes",0
Hydlide 3 - Yami kara no Houmonsha (Japan).nes,4
Dig Dug (Japan).nes,2
Gozonji - Yaji Kita Chin Douchuu (Japan).nes,25
Shougi Meikan '93 (Japan).nes,10
Venice Beach Volleyball (USA) (Unl).nes,0
Monster Maker - 7 Tsu no Hihou (Japan).nes,2
Gekikame Ninja Den (Japan).nes,0
Attack Animal Gakuen (Japan).nes,2
Dragon Buster (Japan).nes,4
Perfect Bowling (Japan).nes,1
Super Pitfall (Japan).nes,0
Double Dragon (USA).nes,14
Sword Master (Japan).nes,0
Venice Beach Volleyball (Asia) (Unl).nes,0
Best Play Pro Yakyuu (Japan).nes,8
Robocco Wars (Japan).nes,7
Home Alone (USA) (Rev A).nes,0
Top Gun - The Second Mission (USA).nes,2
Pachio-kun 3 (Japan).nes,4
Mario Is Missing! (USA).nes,0
Porter (Asia) (Unl).nes,0
Super Glove Ball (USA).nes,2
Tennis (USA) (GameCube Edition).nes,12
Kyuukyoku Harikiri Stadium (Japan).nes,1
"Bugs Bunny Crazy Castle, The (USA).nes",3
Pyokotan no Daimeiro (Japan).nes,2
TM Network - Live in Power Bowl (Japan).nes,2
Gimmi a Break - Shijou Saikyou no Quiz Ou Ketteisen 2 (Japan).nes,13
Sanma no Mei Tantei (Japan).nes,14
Star Gate (Japan).nes,2
Battle Stadium - Senbatsu Pro Yakyuu (Japan).nes,1
"Donkey Kong Jr. Math (USA, Europe).nes",2
Championship Bowling (USA).nes,4
Pac-Man (Japan) (Rev A).nes,5
Othello (Japan).nes,1
Teenage Mutant Ninja Turtles (Japan).nes,5
Roundball - 2-on-2 Challenge (Europe).nes,1
Akumajou Densetsu (Japan).nes,16
Hudson Hawk (Europe).nes,2
"King of Kings, The (USA) (v1.3) (Unl).nes",3
Famista '89 - Kaimaku Ban!! (Japan).nes,15
Tetris Flash (Japan).nes,0
Robodemons (USA) (Unl).nes,0
Ms. Pac-Man (USA).nes,1
Puzzle (USA) (Unl).nes,0
Bill Elliott's NASCAR Challenge (USA).nes,3
"Adventures of Bayou Billy, The (USA).nes",5
Babel no Tou (Japan).nes,9
Astro Fang - Super Machine (Japan).nes,4
"Hunt for Red October, The (Europe).nes",4
Dragon Quest IV - Michibikareshi Monotachi (Japan) (Rev A).nes,2
Final Lap (Japan).nes,3
Nobunaga no Yabou - Zenkoku Ban (Japan) (Rev A).nes,3
Micro Machines (USA) (Unl).nes,4
Paperboy 2 (Europe).nes,18
Double Dribble (USA).nes,2
King's Quest V (USA).nes,9
Yie Ar Kung-Fu (Japan) (Rev 1.4).nes,0
Devil World (Japan) (Rev A).nes,4
Spelunker (USA).nes,2
Chuugoku Taitei (Asia) (Unl).nes,14
DuckTales (USA).nes,1
Nobunaga no Yabou - Sengoku Gunyuu Den (Japan) (Rev A).nes,12
Sou Setsu Ryuu (Japan) (Beta).nes,14
Pachinko Daisakusen 2 (Japan).nes,13
Duck Hunt (World).nes,5
Faria - A World of Mystery & Danger! (USA).nes,4
SD Sengoku Bushou Retsuden (Japan).nes,0
"Mahjong World, The - Ma Que Shi Jie (Asia) (PAL) (Unl).nes",13
Pesterminator (USA) (Unl).nes,0
Hyakkiyakou (Japan).nes,2
Little Nemo - The Dream Master (USA).nes,2
Dragon Ball 3 - Gokuu Den (Japan) (Rev 1).nes,3
Cool World (USA).nes,0
SD Gundam Gaiden - Knight Gundam Monogatari 3 - Densetsu no Kishi Dan (Japan).nes,2
Defender II (USA).nes,5
TwinBee 3 - Poko Poko Daimaou (Japan).nes,4
Pinball (World).nes,0
"Mike Tyson's Punch-Out!! (Japan, USA) (Rev A).nes",16
Hero Quest (Europe) (Proto).nes,1
Racer Mini Yonku - Japan Cup (Japan).nes,5
"Ultimate Stuntman, The (USA) (Unl).nes",0
FC Genjin - Freakthoropus Computerus (Japan).nes,4
Cliffhanger (USA).nes,10
Ys II - Ancient Ys Vanished - The Final Chapter (Japan).nes,4
Double Dribble (USA) (Rev A).nes,2
Formula 1 Sensation (Europe).nes,2
Super Cartridge Ver 7 - 4 in 1 (Asia) (Unl).nes,7
New Ghostbusters II (USA) (Proto).nes,4
Meiji Ishin (Japan).nes,7
Mario Bros. (World).nes,2
Ultima - Warriors of Destiny (USA).nes,2
Ultima - Quest of the Avatar (USA).nes,6
Magician (USA) (Beta 2).nes,5
Karakuri Kengou Den - Musashi Lord - Karakuri Jin Hashiru (Japan).nes,8
Karaoke Studio (Japan).nes,2
Mindseeker (Japan).nes,42
Best Play Pro Yakyuu '90 (Japan).nes,1
Day Dreamin' Davey (USA).nes,5
Nintendo World Cup (Europe) (Rev B).nes,2
Pachinko Daisakusen (Japan).nes,12
Wang Zi Fu Chou Ji (China) (Unl).nes,12
Shougun (Japan).nes,0
Nintendo World Class Service - Control Deck Test Cartridge (USA).nes,11
Bananan Ouji no Daibouken (Japan).nes,9
Bionic Commando (USA).nes,0
Pac-Mania (USA) (Unl).nes,0
Metroid (USA).nes,68
Mississippi Satsujin Jiken (Japan) (Rev A).nes,0
Platoon (USA) (Rev A).nes,22
Rad Racket - Deluxe Tennis II (USA) (Unl).nes,0
Gargoyle's Quest II (USA).nes,1
Wally Bear and the No! Gang (USA) (Beta) (Unl).nes,0
Four Players' Tennis (Europe).nes,1
Ninjara Hoi! (Japan).nes,1
Moero!! Pro Yakyuu (Japan) (Rev 3).nes,1
Magical Mathematics (Asia) (NTSC) (Unl).nes,0
Dudes with Attitude (USA) (Rev 1) (Unl).nes,3
Mario & Yoshi (Europe).nes,6
Bee 52 (USA) (Unl).nes,0
Barbie (Europe).nes,8
Paperboy (USA).nes,0
Gyrodine (Japan).nes,0
Dizzy the Adventurer (USA) (Aladdin Compact Cartridge) (Unl).nes,1
Elnark no Zaihou (Japan).nes,3
RoboCop 3 (USA).nes,3
Slalom (Europe).nes,0
Family Trainer 5 - Meiro Daisakusen (Japan).nes,1
Indiana Jones and the Temple of Doom (USA) (Rev A).nes,1
Shin Moero!! Pro Yakyuu (Japan).nes,4
High Speed (Europe).nes,1
Bible Adventures (USA) (v1.2) (Unl).nes,1
"Empereur, L' (Japan).nes",1
Racermate Challenge II (Europe) (v9.03.128) (Unl).nes,1
Super Mario Bros. + Duck Hunt + World Class Track Meet (USA).nes,24
Ginga no Sannin (Japan).nes,0
Arkanoid (Japan).nes,2
Otaku no Seiza - An Adventure in the Otaku Galaxy (Japan).nes,3
Terao no Dosukoi Oozumou (Japan).nes,10
Gekitou Stadium!! (Japan).nes,11
Tombs & Treasure (USA).nes,1
Exploding Fist (USA) (Proto 2).nes,4
Stick Hunter - Exciting Ice Hockey (Japan).nes,1
Moai-kun (Japan).nes,0
R.B.I. Baseball 3 (USA) (Unl).nes,21
Mad City (Japan) (Beta).nes,8
Family Mahjong (Japan) (Rev A).nes,26
Nekketsu Koukou Dodgeball-bu (Japan).nes,0
Ivan 'Ironman' Stewart's Super Off Road (USA).nes,0
Family Trainer 6 - Manhattan Police (Japan).nes,3
Blades of Steel (Europe).nes,7
Poke Block (Asia) (Unl).nes,1
Blaster Master (USA).nes,7
Namco Classic II (Japan).nes,14
R.C. Pro-Am (USA) (Rev A).nes,0
Super Sports Challenge (Europe) (Plug-Thru Cart) (Unl).nes,5
"Linus Spacehead's Cosmic Crusade (USA) (En,Fr,De,Es) (Unl).nes",0
Hero Quest (USA) (Proto).nes,1
Al Unser Jr. Turbo Racing (USA).nes,3
Tecmo Bowl (USA) (Rev A).nes,1
Over Horizon (Japan).nes,3
Mission Cobra (USA) (Unl).nes,1
Rampart (Europe).nes,3
Caltron - 6 in 1 (USA) (Unl).nes,1
Dungeon Kid (Japan).nes,0
Ghostbusters II (USA).nes,3
Track & Field (USA).nes,6
Galaxy 5000 (Europe).nes,2
Castlevania III - Dracula's Curse (Europe).nes,12
Kage no Densetsu (Japan).nes,2
"Penguin & Seal, The (Asia, Australia) (Unl).nes",1
President no Sentaku (Japan).nes,1
Bubble Bobble Part 2 (USA).nes,1
Solar Jetman - Hunt for the Golden Warpship (USA).nes,6
Family Trainer 2 - Running Stadium (Japan).nes,11
Metal Gear (Europe).nes,3
Majaventure - Mahjong Senki (Japan).nes,1
Minelvaton Saga - Ragon no Fukkatsu (Japan).nes,2
Uninvited (USA).nes,3
Shadowgate (Japan).nes,0
Lode Runner (USA).nes,0
Karateka (Japan) (Beta).nes,0
Gyromite (World).nes,11
Ki no Bouken - The Quest of Ki (Japan).nes,2
Top Gun (USA) (Rev A).nes,2
Bad Dudes (USA).nes,0
Dudes with Attitude (USA) (Unl).nes,3
"Simpsons, The - Bart vs. the Space Mutants (Europe).nes",0
Sword Master (Europe).nes,0
Gimmi a Break - Shijou Saikyou no Quiz Ou Ketteisen (Japan).nes,0
Hammerin' Harry (Europe).nes,4
Poke III (Asia) (Unl).nes,1
Dragon Ninja (Japan) (Rev A).nes,0
Spiritual Warfare (USA) (v5.1) (Unl).nes,8
"Simpsons, The - Bart vs. the World (USA).nes",11
F-15 Strike Eagle (Italy).nes,2
Sesame Street - Big Bird's Hide & Speak (USA).nes,2
Tower of Radia (USA) (Proto).nes,9
Arcadia VI (USA) (Proto).nes,0
Hit the Ice - VHL - The Video Hockey League (USA) (Proto).nes,2
Cobra Command (USA).nes,1
Igo Shinan '93 (Japan).nes,2
Kinnikuman - Muscle Tag Match (Japan).nes,0
Mickey's Safari in Letterland (USA).nes,1
Tecmo NBA Basketball (USA) (Rev A).nes,3
Maniac Mansion (Germany).nes,6
Kaiketsu Yancha Maru 2 - Karakuri Land (Japan).nes,3
Super Pitfall (USA).nes,0
Batman - The Video Game (USA) (Beta 1).nes,4
Master Shooter (Asia) (Unl).nes,2
RPG Jinsei Game (Japan).nes,0
P.O.W. - Prisoners of War (Europe).nes,0
Thexder (Japan).nes,0
Jordan vs Bird - One On One (USA).nes,2
Ganbare Goemon Gaiden 2 - Tenka no Zaihou (Japan).nes,11
Metal Slader Glory (Japan).nes,10
Ikinari Musician (Japan).nes,11
Konami Hyper Soccer (Europe).nes,3
Hissatsu Doujou Yaburi (Japan).nes,0
Robin Hood - Prince of Thieves (USA) (Rev A).nes,5
Seirei Densetsu Lickle (Japan).nes,4
Wanpaku Kokkun no Gourmet World (Japan).nes,1
Pro Action Replay (Europe) (v1.0) (Unl).nes,0
Tokoro-san no Mamoru mo Semeru mo (Japan).nes,2
Mega Man 4 (USA).nes,7
Karate Champ (USA) (Rev A).nes,0
Stadium Events (Europe).nes,11
"Ren & Stimpy Show, The - Buckeroo$! (USA).nes",5
R.C. Pro-Am II (USA).nes,17
Image Fight (Japan).nes,11
Safety Rally (Japan).nes,2
Blackjack (USA) (Unl).nes,1
Amagon (USA).nes,4
Over Horizon (Europe).nes,3
Back to the Future Part II & III (USA).nes,6
Whomp 'Em (USA).nes,5
Pyramid (USA) (Unl).nes,2
Sanada Juu Yuushi (Japan).nes,17
Dragon Quest IV - Michibikareshi Monotachi (Japan).nes,2
Densetsu no Kishi - Elrond (Japan).nes,0
Darkwing Duck (Germany).nes,4
Home Alone 2 - Lost in New York (USA).nes,7
Millipede - Kyodai Konchuu no Gyakushuu (Japan).nes,9
All-Pro Basketball (USA).nes,9
Barbie (USA) (Rev A).nes,8
Haja no Fuuin (Japan).nes,13
Predator (USA).nes,1
Nangoku Shirei!! - Spy vs Spy (Japan).nes,3
"Empereur, L' (USA).nes",3
F1 Circus (Japan).nes,2
Mega Man (USA).nes,1
Dynablaster (Europe).nes,0
Shadow Warriors (Europe).nes,10
Ikari III (Japan).nes,15
Nintendo World Class Service - Power Pad Test Cartridge (USA).nes,0
Moero!! Pro Yakyuu (Japan) (Beta).nes,1
"Baseball (USA, Europe).nes",2
Datach - Battle Rush - Build Up Robot Tournament (Japan).nes,2
Panic Restaurant (USA).nes,2
Ferrari (Japan).nes,1
Magic Darts (USA).nes,1
Adventures of Lolo 3 (USA).nes,6
San Guo Zhong Lie Zhuan (China) (Unl).nes,6
Meikyuu-jima (Japan).nes,8
Datsugoku (Japan).nes,0
Wrecking Crew (World).nes,16
Aladdin (Europe).nes,3
Fuzzical Fighter (Japan).nes,6
Maison Ikkoku (Japan).nes,9
Mechanized Attack (USA).nes,1
Castle of Dragon (USA).nes,1
"Addams Family, The (USA).nes",2
Mizushima Shinji no Daikoushien (Japan).nes,17
Super Sports Challenge (Europe) (Unl).nes,5
Jimmy Connors Tennis (Europe).nes,0
Championship Pool (USA).nes,2
"Legend of Kage, The (USA).nes",2
Devil Man (Japan).nes,2
Raid 2020 (USA) (Unl).nes,3
Nakayoshi to Issho (Japan).nes,9
Sqoon (Japan) (Rev A).nes,0
"Jungle Book, The (Europe).nes",2
Klax (Japan).nes,3
SD Gundam - Gachapon Senshi 3 - Eiyuu Senki (Japan).nes,2
BinGuo 75 (Asia) (Unl).nes,0
Famista '93 (Japan).nes,3
M.C. Kids (USA) (Beta).nes,3
"Gumshoe (USA, Europe).nes",75
Wolverine (USA).nes,5
Star Wars (USA) (Beta).nes,4
"Wild Gunman (Japan, USA).nes",10
Totally Rad (USA).nes,4
Adventure Island Classic (Europe).nes,0
Dragon Ball - Daimaou Fukkatsu (Japan).nes,0
Jumpin' Kid - Jack to Mame no Ki Monogatari (Japan).nes,3
Super Mario Bros. 3 (Europe).nes,40
Dragon Spirit - Aratanaru Densetsu (Japan).nes,2
Lot Lot (Japan).nes,3
Kawa no Nushi Tsuri (Japan).nes,6
Great Deal (Japan).nes,6
Nishimura Kyoutarou Mystery - Super Express Satsujin Jiken (Japan).nes,2
Corvette ZR-1 Challenge (Europe).nes,2
Shatterhand (USA).nes,8
Mappy-Land (Japan).nes,0
Banana Prince (Germany).nes,11
California Raisins - The Grape Escape (USA) (Proto 1).nes,0
Mother (Japan).nes,13
Popeye no Eigo Asobi (Japan).nes,2
Xing Zhan Qing Yuan (China) (Unl).nes,38
Moero!! Juudou Warriors (Japan).nes,1
Ikari II - Dogosoken (Japan).nes,3
Datach - Crayon Shin-chan - Ora to Poi Poi (Japan).nes,8
After Burner (USA) (Unl).nes,10
Famicom Meijin Sen (Japan).nes,3
Dragon Warrior (USA).nes,1
Pro Yakyuu - Family Stadium (Japan).nes,5
"Simpsons, The - Bartman Meets Radioactive Man (USA) (Beta).nes",5
Moeru! Oniisan (Japan).nes,1
Digital Devil Story - Megami Tensei II (Japan) (Rev A).nes,11
"King of Kings, The (USA) (v5.0) (Unl).nes",3
Zelda II - The Adventure of Link (USA) (GameCube Edition).nes,21
Mario Bros. (Europe) (Rev A).nes,2
Power Blade (USA).nes,4
Bird Week (Japan).nes,1
Mighty Bomb Jack (Japan) (Rev A).nes,0
Moero!! Pro Yakyuu (Japan).nes,1
Final Fantasy (Japan) (Rev B).nes,2
Teenage Mutant Ninja Turtles (Italy).nes,4
Thunderbirds (Japan).nes,10
Foton - The Ultimate Game on Planet Earth (Japan).nes,0
Superman (Japan) (Beta).nes,7
Major League (Japan).nes,2
Best Play Pro Yakyuu Special (Japan) (Rev A).nes,1
Chiller (USA) (Unl).nes,0
J.League Winning Goal (Japan).nes,4
Parasol Henbee (Japan).nes,5
Noah's Ark (Europe).nes,1
Gemfire (USA).nes,2
Jarinko Chie - Bakudan Musume no Shiawase Sagashi (Japan).nes,8
Titan (Japan).nes,1
Little Red Hood (Australia) (Unl).nes,1
Super Rugby (Japan).nes,0
Guardic Gaiden (Japan).nes,3
Action 52 (USA) (Unl).nes,18
Dragon Quest II - Akuryou no Kamigami (Japan).nes,3
Life Force - Salamander (Europe).nes,1
Zoids 2 - Zenebas no Gyakushuu (Japan).nes,2
Rambo (USA).nes,4
Samsara Naga (Japan).nes,3
Metal Storm (USA).nes,4
Ghoul School (USA).nes,9
Space Harrier (Japan).nes,2
Xevious (Japan).nes,2
"Addams Family, The - Pugsley's Scavenger Hunt (Europe).nes",0
Batman - Return of the Joker (USA) (Beta).nes,5
Derby Stallion - Zenkoku Ban (Japan).nes,2
Shounen Ashibe - Nepal Daibouken no Maki (Japan).nes,4
"Jetsons, The - Cogswell's Caper (USA).nes",8
Pennant League!! - Home Run Nighter (Japan).nes,1
Cobra Mission (Asia) (Unl).nes,1
Super Chinese 3 (Japan).nes,3
Quarth (Japan).nes,5
Best Play Pro Yakyuu (Japan) (Rev A).nes,8
Wizardry - Knight of Diamonds - The Second Scenario (USA).nes,0
Wizards & Warriors III - Kuros...Visions of Power (Europe).nes,2
Totally Rad (Europe).nes,4
RoboCop (USA) (Beta).nes,2
Igo Meikan (Japan).nes,0
Section-Z (USA).nes,5
Mighty Final Fight (USA).nes,1
Galaga (Japan).nes,6
Boulder Dash (Europe).nes,1
Utsurun Desu (Japan).nes,4
S.C.A.T. - Special Cybernetic Attack Team (USA).nes,2
Erika to Satoru no Yume Bouken (Japan).nes,0
Mahjang Companion (Asia) (Hacker) (Unl).nes,2
Digger T. Rock - The Legend of the Lost City (Europe).nes,1
Gremlins 2 - The New Batch (Europe) (Beta).nes,2
Stadium Events (USA).nes,11
Super Cartridge Ver 9 - 3 in 1 (Asia) (Unl).nes,10
Softball Tengoku (Japan).nes,6
Magical Taruruuto-kun - Fantastic World!! (Japan).nes,2
Ganbare Goemon 2 (Japan).nes,2
Mahjong Taisen (Japan).nes,11
Sunman (Europe) (Proto).nes,3
Shanghai (Japan).nes,0
Hyaku no Sekai no Monogatari - The Tales on a Watery Wilderness (Japan).nes,2
Golf (USA).nes,0
Creatom (Unknown) (Unl).nes,0
"Cosmic Spacehead (Europe) (En,Fr,De,Es) (Unl).nes",0
Mighty Bomb Jack (Japan).nes,0
Dr. Mario (Europe).nes,13
Pro Yakyuu - Family Stadium '88 (Japan).nes,20
Keroppi to Keroriinu no Splash Bomb! (Japan).nes,2
Makai Island (USA) (Proto).nes,2
F-15 Strike Eagle (Germany).nes,2
Tenchi o Kurau II - Shokatsu Koumei Den (Japan) (Rev A).nes,19
Arkanoid II (Japan) (Beta).nes,0
Dragon Warrior IV (USA).nes,3
Chuck Yeager's Fighter Combat (USA) (Proto).nes,1
Tenka no Goikenban - Mito Koumon (Japan).nes,3
Palamedes (Japan).nes,5
Dragon Ball Z - Kyoushuu! Saiya Jin (Japan).nes,4
Eric Cantona Football Challenge - Goal! 2 (Europe).nes,21
Magic Darts (Japan).nes,1
California Games (Europe).nes,1
Wayne Gretzky Hockey (USA).nes,0
Metal Fighter (Asia) (Hacker) (Unl).nes,1
Hot Slots (Asia) (Unl).nes,4
Cadillac (Japan).nes,2
Hokuto no Ken 2 (Japan).nes,16
Family BASIC (Japan) (v2.0a).nes,6
North and South (USA).nes,8
Castelian (USA).nes,1
Palamedes (USA).nes,5
10-Yard Fight (Japan).nes,2
Skull & Crossbones (USA) (Unl).nes,2
Tecmo NBA Basketball (USA).nes,3
Terra Cresta (Japan).nes,0
Popeye (World) (Rev A).nes,3
Ninja Crusaders (USA).nes,2
Bandit Kings of Ancient China (USA).nes,0
Deja Vu (USA).nes,8
Gun Nac (Japan).nes,4
TaleSpin (USA).nes,0
Saint Seiya - Ougon Densetsu (Japan).nes,1
Parodius Da! (Japan).nes,10
Pescatore (Japan) (Proto).nes,4
Star Force (Europe).nes,0
Best of the Best - Championship Karate (USA).nes,3
Tantei Jinguuji Saburou - Toki no Sugiyuku Mama ni (Japan).nes,0
Metal Mech - Man & Machine (USA).nes,6
Tiny Toon Adventures (Europe).nes,2
Genghis Khan (USA).nes,3
Hokuto no Ken 4 - Shichisei Haken Den - Hokuto Shinken no Kanata e (Japan).nes,1
Dirty Harry (USA).nes,2
Captain Silver (Japan).nes,2
Solstice (Japan).nes,0
"Untouchables, The (USA) (Rev B).nes",1
Kabushiki Doujou (Japan).nes,1
Werewolf - The Last Warrior (USA).nes,5
Defender of the Crown (USA).nes,4
Tecmo Super Bowl (USA).nes,3
Bases Loaded 3 (USA).nes,0
Puss n Boots - Pero's Great Adventure (USA).nes,1
Hokkaidou Rensa Satsujin - Okhotsk ni Kiyu (Japan).nes,2
Special Tag Team Pro Wrestling (Japan).nes,2
Kaijuu Monogatari (Japan).nes,3
Monster Truck Rally (USA).nes,0
Little Magic (Japan).nes,8
Batman (Japan).nes,1
WWF Wrestlemania (USA).nes,0
Mezase Pachi Pro - Pachio-kun (Japan).nes,1
Trog! (USA).nes,1
Adventures in the Magic Kingdom (USA) (Beta 2).nes,4
1943 - The Battle of Midway (USA).nes,1
Total Recall (Europe).nes,12
Raf World (Japan).nes,18
Crayon Shin-chan - Ora to Poi Poi (Japan).nes,8
Hiryuu no Ken - Ougi no Sho (Japan).nes,2
Ganbare Pennant Race! (Japan).nes,5
Zunou Senkan Galg (Japan) (En) (Beta).nes,0
"1942 (Japan, USA).nes",0
Cosmic Epsilon (Japan).nes,6
Mach Rider (Europe).nes,6
Tasac (Asia) (Unl).nes,0
Bo Jackson Baseball (USA).nes,5
3-D WorldRunner (USA).nes,0
Spartan X (Japan).nes,10
Snow Brothers (USA).nes,17
"Fantastic Adventures of Dizzy, The (USA) (Unl).nes",5
Ninja Gaiden (USA) (Beta).nes,10
Swords and Serpents (France).nes,3
Chip 'n Dale - Rescue Rangers 2 (Europe).nes,8
Ice Hockey (Europe).nes,0
Xevious (Europe).nes,2
Brush Roller (Asia) (Unl).nes,0
World Class Track Meet (USA).nes,11
Esper Bouken Tai (Japan).nes,1
Bugs Bunny Birthday Bash (USA) (Beta) [b].nes,3
Skate or Die (Europe).nes,0
Jack Nicklaus' Greatest 18 Holes of Major Championship Golf (USA).nes,1
Dragon Ball Z Gaiden - Saiya Jin Zetsumetsu Keikaku (Japan).nes,5
Mr. Gimmick (Europe).nes,6
Who Framed Roger Rabbit (USA).nes,0
Tantei Jinguuji Saburou - Yokohamakou Renzoku Satsujin Jiken (Japan).nes,60
Hard Drivin' (USA) (Proto) (Unl).nes,2
Star Soldier (USA).nes,1
Gekitotsu Yonku Battle (Japan).nes,2
"Nigel Mansell's World Championship Racing (Europe) (En,Fr,De,Es,It).nes",0
Fisher-Price - I Can Remember (USA).nes,1
Back to the Future (USA).nes,1
Lightgun Game 2 in 1 - Tough Cop + Super Tough Cop (Asia) (Unl).nes,9
Captain America and the Avengers (Australia).nes,3
Indora no Hikari (Japan).nes,0
Starship Hector (USA).nes,0
Moero!! Pro Tennis (Japan).nes,2
Maniac Mansion (Spain).nes,6
Daiku no Gen-san (Japan).nes,4
Clash at Demonhead (USA).nes,3
Moero!! Pro Yakyuu (Japan) (Rev 2).nes,1
Major League Baseball (USA) (Rev A).nes,0
Donkey Kong (USA) (GameCube Edition).nes,3
Peek-A-Boo Poker (Asia) (Unl).nes,0
Prince of Persia (Spain).nes,0
Wei Lai Xiao Zi (Asia) (Unl).nes,1
Dead Fox (Japan).nes,5
Majou Densetsu II - Daimashikyou Galious (Japan).nes,2
Karaoke Studio Senyou Cassette Vol. 1 (Japan).nes,4
Shin Jinrui - The New Type (Japan).nes,0
Mahjong Trap - Si Cuan Ma Que - Zhi Fu Pian (Asia) (Unl).nes,0
Zoids - Chuuou Tairiku no Tatakai (Japan) (Rev A).nes,0
Conquest of the Crystal Palace (USA).nes,5
Ultimate League Soccer (USA) (Unl).nes,2
Puzzle (USA) (Beta) (Unl).nes,0
Elevator Action (USA).nes,0
Terra Cresta (USA).nes,0
Mirai Shinwa Jarvas (Japan).nes,5
Mighty Bomb Jack (Europe).nes,0
Isolated Warrior (USA).nes,3
Astyanax (USA) (Beta).nes,2
Choujikuu Yousai - Macross (Japan).nes,0
"Goonies II, The (Europe).nes",0
ASO - Armored Scrum Object (Japan) (En) (Beta).nes,0
Be-Bop-Highschool - Koukousei Gokuraku Densetsu (Japan).nes,1
Super Mario Bros. 2 (Europe).nes,14
Mahjong Academy (Asia) (Unl).nes,0
Ai Sensei no Oshiete - Watashi no Hoshi (Japan).nes,6
Zippy Race (Japan).nes,1
Championship Bowling (Japan).nes,4
Moon Ranger (USA) (Unl).nes,2
Joust (Japan).nes,0
Guevara (Japan).nes,3
Formula One - Built to Win (USA).nes,2
Kung-Fu Heroes (USA).nes,2
Family Circuit (Japan).nes,2
Solstice - The Quest for the Staff of Demnos (USA) (Beta).nes,0
Stealth ATF (Europe).nes,2
Magical Taruruuto-kun 2 - Mahou Daibouken (Japan).nes,2
"Incredible Crash Dummies, The (Europe).nes",4
Mappy-Land (USA).nes,0
Hokuto no Ken (Japan) (Beta).nes,0
Nintendo World Class Service - Port Test Cartridge (USA).nes,9
Space Shadow (Japan).nes,0
Kamen Rider Club (Japan).nes,1
Color a Dinosaur (USA) (Beta).nes,0
Garry Kitchen's BattleTank (USA).nes,0
Robin Hood - Prince of Thieves (USA).nes,5
Dragon Ball 3 - Gokuu Den (Japan).nes,3
Rescue - The Embassy Mission (Europe).nes,9
Nishimura Kyoutarou Mystery - Blue Train Satsujin Jiken (Japan).nes,2
Slalom (USA).nes,0
Lasalle Ishii no Child's Quest (Japan).nes,8
Ballblazer (Japan).nes,2
Chibi Maruko-chan - Uki Uki Shopping (Japan).nes,5
Side Pocket (Japan).nes,12
Final Mission (Japan).nes,2
Perman (Japan).nes,11
SD Gundam Gaiden - Knight Gundam Monogatari (Japan) (Rev 1).nes,9
"Escape from Atlantis, The (USA) (Proto 1) (Unl).nes",0
Double Dragon II - The Revenge (USA) (Rev A).nes,2
Free Fall (USA) (Proto).nes,0
Princess Tomato in Salad Kingdom (USA) (Beta).nes,4
Sansuu 5 & 6 Nen - Keisan Game (Japan) (Beta).nes,0
Trolls on Treasure Island (USA) (Unl).nes,0
P'Radikus Conflict (USA) (Unl).nes,0
Moe Pro! '90 - Kandou Hen (Japan).nes,1
SWAT - Special Weapons and Tactics (Japan).nes,18
Super Jeopardy! (USA).nes,3
Track & Field in Barcelona (Europe).nes,4
Bomber Man (Japan).nes,0
Wizards & Warriors (USA) (Rev A).nes,1
Taboo - The Sixth Sense (USA) (Rev A).nes,0
Star Wars - The Empire Strikes Back (Europe).nes,6
Baltron (Japan) (Beta).nes,0
Street Cop (USA).nes,3
Dragon Slayer 4 - Drasle Family (Japan).nes,4
Donkey Kong Jr. (World) (Rev A).nes,7
Toukon Club (Japan).nes,7
Race America (USA).nes,1
Door Door (Japan).nes,0
Pachi-Slot Adventure 3 - Bitaoshii 7 Kenzan! (Japan).nes,0
Solitaire (USA) (Unl).nes,1
F-1 Race (Japan).nes,0
Guerrilla War (USA).nes,2
Super Spike V'Ball (Europe).nes,7
Legacy of the Wizard (USA).nes,3
Seirei Gari (Japan).nes,2
Rygar (USA) (Rev A).nes,0
Gotcha! - The Sport! (USA).nes,1
White Lion Densetsu (Japan).nes,2
Kings of the Beach - Professional Beach Volleyball (USA).nes,0
Super Mario Bros. 3 (Japan).nes,40
Ultima - Exodus (USA).nes,3
Baseball Star - Mezase Sankanou!! (Japan).nes,12
Infiltrator (USA).nes,2
Challenge of the Dragon (Asia) (PAL) (Unl).nes,4
Air Fortress (Japan).nes,2
Tenchi o Kurau II - Shokatsu Koumei Den (Japan).nes,19
"Little Mermaid, The (USA).nes",1
Alien Syndrome (USA) (Unl).nes,14
Legend of the Ghost Lion (USA).nes,2
Mission Impossible (France).nes,0
Rollerblade Racer (USA).nes,2
Bakushou!! Jinsei Gekijou 2 (Japan).nes,1
Dungeon & Magic - Swords of Element (Japan).nes,0
Rush'n Attack (USA).nes,4
Bashi Bazook - Morphoid Masher (USA) (Proto).nes,1
Law of the West (Japan).nes,2
Thomas the Tank Engine and Friends (USA) (Proto).nes,1
Takahashi Meijin no Bouken-jima III (Japan).nes,13
Shang Gu Shen Jian (China) (Unl).nes,22
Metal Flame Psybuster (Japan).nes,6
Ms. Pac-Man (USA) (Unl).nes,0
RoadBlasters (USA).nes,2
Pac-Man (Japan) (En) (Rev B).nes,5
Nobunaga no Yabou - Zenkoku Ban (Japan).nes,3
